Product ID,Title,Handle,Vendor,Product Type,Published,Created,Updated,Tags,Total Variants,Total Images,Price Range,In Stock
"=""8042869227610""",[S] Chairman | Cinnamon,_thrscnd_mens-dress-shoe-chairman-cinnamon,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; anagram-enabled; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; boat-shoes-loafer:Dress Shoes; bold:Dress Shoes; category-group:Shoes; category:Men's Shoes; color:Brown; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes; keyword:Black; keyword:Executive; klaviyo:Men; landing:Dress Shoes; loop:Men's Chairman; m-all:D-Featured-Shoes; m-all:Shoes2; m_all:Dress Shoes; material:Suede; mens-shoes; mlp:mens-shoes; model:Chairman; ms-group:Classic Cap Toe; mss-group:Featured; new-arrivals:Chairman; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; oxford search_term; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Shoes; price slider; product-switcher; recommend:-0.5; retail-sync; shoes:Chairman; show-previews; sneakers:Dress Shoes; sneakers:Shoes; tbsec:Classic Dress Shoes; thumbnails:seconds-mens-chairman; thursday-seconds; variant:Black; wide-shoes:Dress Shoes; wide:Shoes; width:Standard; width:Wide; YCRF_sizing,38,8,$40700 - $40700,Yes
"=""8042883776602""",[S] Saint | Cinnamon,_thrscnd_mens-saint-double-monk-dress-shoe-cinnamon,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; bfcm:Leather; boat-shoes-loafer:Dress Shoes; bold:Dress Shoes; category-group:Shoes; category:Men's Shoes; color:Brown; extended-sizes; FinalSale; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes2; holiday:DressShoes2; klaviyo:Men; loop:Men's Saint; ls-testing; m-all:D-Featured-Shoes; m-all:Shoes3; material:Leather; mens-shoes; mlp:mens-shoes; model:Featured Styles; model:Saint; ms-group:Saint; mss-group:Saint; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Double Monk; pf-type:Shoes; product-switcher; recommend:-0.5; retail-sync; shoes:Featured Styles; shoes:Saint; show-previews; sneakers:DressShoes2; sneakers:Shoes; sole:Hybrid; style:Double Monk; tbsec:Classic Dress Shoes; thumbnails:seconds-saint; thursday-seconds; width:Standard; YCRF_sizing,19,7,$38700 - $38700,Yes
"=""8042870079578""",[S] Lincoln | Black,_thrscnd_mens-lincoln-penny-loafer-black-leather,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; boat-shoes-loafer:Lincoln; casual-shoes:Lincoln; category-group:Shoes; category:Men's Shoes; color:Black; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes; holiday:DressShoes2; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; landing:Dress-Shoes-2; loop:Men's Lincoln; m-all:D-Featured-Shoes; m-all:Shoes; material:Leather; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; retail-sync; shoes:Lincoln; show-previews; sneakers:DressShoes2; sneakers:Shoes; style:Loafer; tbsec:Classic Dress Shoes; thumbnails:seconds-mens-lincoln; thursday-seconds; wide-shoes:Dress Shoes; wide:Shoes; width:Standard; width:Wide; YCRF_sizing,38,7,$40700 - $40700,Yes
"=""8042872733786""",[S] Statesman | Tobacco,_thrscnd_mens-statesman-dress-shoe-tobacco-leather,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Tobacco; bf21:OilTanned; bfcm-eligible; bfcm:Leather; boat-shoes-loafer:Dress Shoes; casual-shoes:Dress To Impress; casual-shoes:Statesman; category-group:Shoes; category:Men's Shoes; color:Brown; extended-sizes; FinalSale; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; holiday:DressShoes2; keyword:Brown; keyword:Statesman; klaviyo:Men; loop:Men's Statesman; m-all:D-Featured-Shoes; m-all:Shoes3; material:Rugged; mens-shoes; mlp:mens-shoes; model:New Arrivals; model:Statesman; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-type:Shoes; product-switcher; recommend:-0.5; retail-sync; shoe:Statesman; shoes:Dress Shoes; shoes:New Arrivals; shoes:Statesman; show-previews; sneakers:DressShoes2; sneakers:Shoes; sole:Rubber; style:Lace-Up; style:Plain Toe; tbsec:Classic Dress Shoes; thumbnails:seconds-mens-statesman; thursday-seconds; variant:Brown; width:Standard; YCRF_sizing,19,7,$38700 - $38700,Yes
"=""8042868375642""",[S] Chairman | Chocolate,_thrscnd_mens-dress-shoe-chairman-chocolate,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; anagram-enabled; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; boat-shoes-loafer:Dress Shoes; bold:Dress Shoes; category-group:Shoes; category:Men's Shoes; color:Brown; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; keyword:Black; keyword:Executive; klaviyo:Men; loop:Men's Chairman; m_all:Dress Shoes; material:Leather; mens-shoes; mlp:mens-shoes; model:Chairman; ms-group:Classic Cap Toe; mss-group:Featured; new-arrivals:Chairman; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; oxford search_term; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Shoes; price slider; product-switcher; recommend:-0.5; retail-sync; shoes:Chairman; show-previews; tbsec:Classic Dress Shoes; thumbnails:seconds-mens-chairman; thursday-seconds; variant:Black; width:Standard; YCRF_sizing,19,8,$40700 - $40700,Yes
"=""8042870898778""",[S] Chairman | Black,_thrscnd_mens-dress-shoe-chairman-black-leather,Thursday Boots - Seconds - Men's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,4col:Dress Shoes; anagram-enabled; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; boat-shoes-loafer:Dress Shoes; category-group:Shoes; category:Men's Shoes; color:Black; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes2; keyword:Black; keyword:Executive; klaviyo:Men; landing:Dress Shoes; loop:Men's Chairman; m-all:D-Featured-Shoes; m-all:Shoes2; m_all:Dress Shoes; material:Leather; mens-shoes; mlp:mens-shoes; model:Chairman; model:Featured Styles; ms-group:Classic Cap Toe; mss-group:Featured; new-arrivals:Chairman; new-arrivals:Dress Shoes; no-cs-variants; NoRefund; oxford search_term; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Shoes; price slider; product-switcher; recommend:-0.5; retail-sync; shoes:Chairman; show-previews; sneakers:Dress Shoes; sneakers:Shoes; tbsec:Classic Dress Shoes; thumbnails:seconds-mens-chairman; thursday-seconds; variant:Black; wide-shoes:Dress Shoes; wide:Shoes; width:Standard; width:Wide; YCRF_sizing,38,8,$40700 - $40700,Yes
"=""8042879746138""",[S] Combat | Java,_thrscnd_womens-combat-zip-up-boot-java,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Combat; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; black:More Favorites; category:Women's Boots; color:Brown; fall-favorites:Combat; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:half-up; free-gift; group:Boots; heel:Low (1-2""); klaviyo:Women; laceup:Combat; loop:Women's Combat; low-heel:Combat; lu:Combat; material:Leather; mlp:womens-boots-lu; model:Combat; new-arrivals:Combat; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psis:Combat; recommend:+0; retail-sync; show-previews; sole:Rubber; style:Combat; style:Lace-Up; style:Plain Toe; tbsec:Combat; thumbnails:seconds-combat; thursday-seconds; w-all:Lace-Up2; w-beanie; wb-group:Combat; wbs-group:Lace-Ups; womens-boots; zipper:Zipper",15,8,$40700 - $40700,Yes
"=""8042891247706""",[S] High Standard | Black,_thrscnd_womens-high-standard-heel-black-leather,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Featured-Styles-3; 4col:High Standard; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; bootie:High Standard; category:Women's Boots; color:Black; cs:More From Thursday; FinalSale; fit_cat:true-to-size; fitfinder_inline; flats:More From Thursday; fqv2:tts-up; free-gift; group:Boots; heel:High (3-4""); high-heel:High Standard; holiday:Boots3; keyword:Black; klaviyo:Women; loop:Women's High Standard; ls-testing; material:Leather; mlp:womens-boots-hh; model:High Standard; new-arrivals:High Standard; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Bootie; pf-type:Boots; product-switcher; recommend:+0; retail-sync; shoes:More From Thursday; show-previews; style:Block Heel; style:Bootie; style:Plain Toe; tbsec:Stylish Zip-Ups; thumbnails:seconds-womens-high-standard; thursday-seconds; w-all:Booties3; w-all:D-Boots; w-beanie; wb-group:Highline; wbs-group:Highline; womens-boots; womens-shoes:More From Thursday; zipper:Zipper",15,8,$42700 - $42700,Yes
"=""8042892165210""",[S] Quest | Black Matte,_thrscnd_womens-quest-combat-platform-boot-black-matte,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Featured-Styles-2; 4col:Quest; all:All; anagram-enabled; bf21:OilTanned; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-BlackMatte; bfcm-eligible; black:Boots; category:Women's Boots; color:Black; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; heel:Low (1-2""); holiday:Boots2; klaviyo:Women; loop:Women's Quest; low-heel:Quest; material:Rugged; mlp:womens-boots-lu; model:Quest; new-arrivals:Quest; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:+0; retail-sync; show-previews; sole:Rubber; style:Lace-Up; style:Plain Toe; tbsec:More Thursday Classics; thumbnails:seconds-womens-quest; thursday-seconds; w-all:D-Boots; w-all:Featured2; w-all:Lace-Up3; w-beanie; wbs-group:Lace-Ups; womens-boots; zipper:Zipper",15,11,$42700 - $42700,Yes
"=""8042882924634""",[S] Ryder Platform | Black,_thrscnd_womens-ryder-platform-zip-up-boot-black,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Hardwearing Zip-Ups; 4col:Ryder; 4col:Stylish Zip-Ups; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; category:Women's Boots; color:Black; condensed:Ryder; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:High (3-4""); high-heel:Ryder; holiday:Boots4; klaviyo:Women; loop:Women's Ryder; ls-testing; material:Leather; mlp:womens-boots-lu; model:Ryder; new-arrivals:Ryder; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Zip-Up; pf-type:Boots; product-switcher; recommend:+0; retail-sync; rilutest:FeaturedStyles; rilutest:FeaturedStylesM1; show-previews; sole:Rubber; style:Plain Toe; tbsec:More Thursday Classics; thumbnails:seconds-womens-ryder; thursday-seconds; w-beanie; womens-boots; zipper:Zipper",11,7,$38700 - $38700,Yes
"=""8042885382234""",[S] Quest | Dark Chocolate,_thrscnd_womens-quest-combat-platform-boot-dark-chocolate,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Quest; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; black:Boots; category:Women's Boots; color:Brown; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; heel:Low (1-2""); klaviyo:Women; loop:Women's Quest; low-heel:Quest; material:Rugged; mlp:womens-boots-lu; model:Quest; new-arrivals:Quest; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:+0; retail-sync; show-previews; sole:Rubber; style:Lace-Up; style:Plain Toe; tbsec:More Thursday Classics; thumbnails:seconds-womens-quest; thursday-seconds; w-beanie; wbs-group:Lace-Ups; womens-boots; zipper:Zipper",15,10,$42700 - $42700,Yes
"=""8042867523674""",[S] Reign | Black,_thrscnd_womens-reign-chelsea-boot-black,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Reign; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; category:Women's Boots; chelsea:Reign; color:Black; extended-sizes; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:High (3-4""); high-heel:Reign; holiday:Boots4; klaviyo:Women; loop:Women's Reign; material:Leather; mlp:womens-boots-chelsea; model:Reign; new-arrivals:Reign; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Zip-Up; pf-type:Boots; product-switcher; recommend:+0; retail-sync; show-previews; sole:Rubber; style:Chelsea; style:Plain Toe; tall:Reign; tbsec:More Thursday Classics; thumbnails:seconds-womens-reign; thursday-seconds; w-all:Chelsea3; w-beanie; width:Wide; womens-boots",26,7,$36100 - $36100,Yes
"=""8042888298586""",[S] Knockout | Black,_thrscnd_womens-knockout-chelsea-boot-black-leather,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Featured Styles; 4col:Knockout; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; category:Women's Boots; chelsea:Knockout; color:Black; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-down; free-gift; group:Boots; heel:High (3-4""); high-heel:Knockout; holiday:Boots4; klaviyo:Women; loop:Women's Knockout; ls-testing; material:Leather; mlp:womens-boots-chelsea; mobile-view-first; model:Knockout; new-arrivals:Knockout; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Chelsea; pf-type:Boots; product-switcher; recommend:+0; retail-sync; show-previews; sole:Rubber; style:Chelsea; style:Plain Toe; tbsec:Knockout; thumbnails:seconds-knockout; thursday-seconds; w-all:Chelsea3; w-beanie; wb-group:Knockout; wbs-group:Knockout; womens-boots; zipper:No Zipper",17,8,$36100 - $36100,Yes
"=""8042880532570""",[S] Crown | Black,_thrscnd_womens-crown-zip-up-riding-boot-black,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Crown; 4col:Featured-Styles-3; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; calf-widths; category:Women's Boots; color:Black; FinalSale; fit-guide; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:Low (1-2""); holiday:Boots4; klaviyo:Women; loop:Women's Crown; low-heel:Crown; ls-testing; material:Leather; mlp:womens-boots-hh; model:Crown; new-arrivals:Crown; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-type:Boots; product-switcher; recommend:+0.5; retail-sync; show-previews; style:Western; tall-details; tall:Crown; tbsec:Stylish Zip-Ups; thumbnails:seconds-womens-crown; thursday-seconds; w-all:Western Boots; w-alll:Western Boots; w-beanie; width:Standard; width:Wide Calf; wl-test; womens-boots; zipper:Zipper",30,9,$50400 - $50400,Yes
"=""8042890297434""",[S] Downtown | Black,_thrscnd_womens-downtown-bootie-black,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Downtown; 4col:Featured-Styles-3; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bootie:Downtown; category:Women's Boots; color:Black; cs-high-heel:More From Thursday; cs:More From Thursday; cs:Thursday2; FinalSale; fit_cat:true-to-size; fitfinder_inline; flats:More From Thursday; fqv2:half-up; free-gift; group:Boots; heel:Low (1-2""); high-heel:More; high-heel:More From Thursday; holiday:Boots3; jackets:Complete The Look; klaviyo:Women; loop:Women's Downtown; low-heel:Downtown; ls-testing; material:Leather; mlp:womens-boots-bootie; model:Downtown; new-arrivals:Downtown; new-arrivals:More From Thursday; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Bootie; pf-type:Boots; product-switcher; psis:Downtown; psis:Featured-Styles-3; recommend:+0; retail-sync; rilutest:FeaturedStyles; rilutest:FeaturedStylesM1; shoes:More From Thursday; show-previews; style:Block Heel; style:Bootie; style:Plain Toe; tbsec:Stylish Zip-Ups; thumbnails-downtown; thumbnails:seconds-womens-downtown; thursday-seconds; w-all:Booties; w-all:Featured3; w-beanie; wb-group:Booties; wbs-group:Booties; womens-boots; womens-shoes:More From Thursday; womens-sneakers:Essential Boots; womens-sneakers:More From Thursday; zipper:Zipper",15,9,$32100 - $32100,Yes
"=""8042878206042""",[S] Uptown | Black,_thrscnd_womens-uptown-bootie-black,Thursday Boots - Seconds - Women's Boots,boots,7/29/2026,7/28/2026,8/8/2026,"4col:Uptown; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bootie:Uptown; category:Women's Boots; color:Black; cs:More From Thursday; FinalSale; fit_cat:true-to-size; fitfinder_inline; flats:More From Thursday; fqv2:tts-up; free-gift; group:Boots; heel:High (3-4""); high-heel:Uptown; holiday:Boots3; klaviyo:Women; loop:Women's Uptown; material:Leather; mlp:womens-boots-bootie; model:Uptown; new-arrivals:Uptown; no-cs-variants; NoRefund; pf-gender:Female; pf-status:active; pf-style:Bootie; pf-type:Boots; product-switcher; recommend:+0.5; retail-sync; shoes:More From Thursday; show-previews; style:Block Heel; style:Bootie; style:Plain Toe; tbsec:Stylish Zip-Ups; thumbnails:seconds-womens-uptown; thursday-seconds; w-beanie; womens-boots; womens-shoes:More From Thursday; zipper:Zipper",15,9,$38700 - $38700,Yes
"=""8042889281626""",[S] Penny | Burgundy,_thrscnd_womens-penny-loafer-lug-sole-burgundy-leather,Thursday Boots - Seconds - Women's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,anagram-enabled; bf21:Leather; bf21:W-Boot-Brown; bf21:W-Shoes; bf21:WBeanie; bfcm-eligible; bfcm-restock; bis-sms; category:Women's Shoes; color:Brown; condensed:Penny; cs:Shoes; cs:Shoes & Flats; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; holiday:Shoes; jackets:Everyday Favorites; keyword:penny loafer; klaviyo:Women; loop:Women's Penny; material:Leather; mlp:womens-shoes; mobile-details; model:Penny; new-arrivals:Penny; no-cs-variants; NoRefund; param_selector; pf-gender:Female; recommend:+0; retail-sync; rilutest:Penny; rilutest:PennyM1; show-previews; silhouettes:sil-womens-penny; size_standard:US Women's; tbsec:Shoes; thumb-groups:seconds-womens-penny;seconds-womens-penny-platform; thumbnails:seconds-womens-penny; thursday-seconds; w-all:D-Shoes; w-all:Shoes; w-beanie; wl-test; womens-penny-platform; womens-shoes:Penny; womens-shoes:Penny1,17,8,$32100 - $32100,Yes
"=""8042886463578""",[S] Penny Platform | Black,_thrscnd_womens-penny-platform-loafer-lug-sole-black,Thursday Boots - Seconds - Women's Shoes,Shoes,7/29/2026,7/28/2026,8/8/2026,anagram-enabled; bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bis-sms; category:Women's Shoes; color:Black; cs:Shoes; cs:Shoes & Flats; FinalSale; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; jackets:Everyday Favorites; keyword:penny loafer; klaviyo:Women; loop:Women's Penny Platform; ls-testing; material:Leather; mlp:womens-shoes; mobile-details; model:Penny Platform; new-arrivals:Penny Platform; no-cs-variants; NoRefund; param_selector; pf-gender:Female; recommend:+0; retail-sync; show-previews; silhouettes:sil-womens-penny; size_standard:US Women's; tbsec:Shoes; thumb-groups:seconds-womens-penny;seconds-womens-penny-platform; thumbnails:seconds-womens-penny-platform; thursday-seconds; w-all:D-Shoes; w-all:Shoes2; w-beanie; womens-penny-platform,17,8,$32900 - $32900,Yes
